model,mag_bin,n_true_qso,raw_promised_purity,raw_achieved_purity,raw_completeness,raw_n_selected,rep_temperature_promised_purity,rep_temperature_achieved_purity,rep_temperature_completeness,rep_temperature_n_selected,bright_temperature_promised_purity,bright_temperature_achieved_purity,bright_temperature_completeness,bright_temperature_n_selected,seed
HistGB,"[18,19)",1628,0.9858625855589667,0.9931869795609387,0.8058968058968059,1321,0.9859699014530507,0.9931972789115646,0.8071253071253072,1323,0.9865717743555049,0.9917664670658682,0.8138820638820639,1336,6
HistGB,"[19,20)",4000,0.9839602375492146,0.9898026315789473,0.75225,3040,0.9841097287979736,0.9898160315374507,0.75325,3044,0.9849587906617218,0.9889250814332248,0.759,3070,6
HistGB,"[20,22)",13135,0.9634861992206103,0.9628232005590496,0.5244765892653217,7155,0.9635684265527588,0.9629218164143869,0.5279025504377617,7201,0.9647037995282363,0.9599460552933243,0.5419109250095165,7415,6
MLP,"[14,17)",101,0.9745041374031042,0.9777777777777777,0.43564356435643564,45,0.9727649366581606,1.0,0.42574257425742573,43,0.9712601136576867,1.0,0.4158415841584158,42,6
MLP,"[17,18)",323,0.9774980010884691,0.9853658536585366,0.6253869969040248,205,0.9754319033615897,0.9849246231155779,0.6068111455108359,199,0.9732883180817137,0.9898477157360406,0.6037151702786377,197,6
MLP,"[18,19)",1628,0.9869128421996877,0.9896449704142012,0.8218673218673219,1352,0.9848569385781247,0.9902912621359223,0.8144963144963145,1339,0.983310296924588,0.9902402402402403,0.8101965601965602,1332,6
MLP,"[19,20)",4000,0.987467675792363,0.9885313794201975,0.77575,3139,0.9856672727918258,0.989056968136466,0.76825,3107,0.9845995793649638,0.989282234491718,0.7615,3079,6
MLP,"[20,22)",13135,0.9643383754198966,0.9622771866795633,0.5301865245527217,7237,0.9624337538146128,0.9669957271253867,0.499657403882756,6787,0.9612436718443864,0.9695525142242042,0.4800152264940997,6503,6
LogReg,"[14,17)",101,0.9881270689326065,0.0,0.0,1,0.9877856008256836,0.0,0.0,1,0.998169207719976,0.0,0.0,1,7
LogReg,"[17,18)",310,0.9992486308338904,0.0,0.0,1,0.9992127474568788,0.0,0.0,1,0.9276411847507009,0.0,0.0,6,7
LogReg,"[18,19)",1585,0.9056109654170761,0.0,0.0,4,0.9042161592913214,0.0,0.0,4,0.9333484278011182,0.02702702702702703,0.0006309148264984228,37,7
LogReg,"[19,20)",3885,0.9244107487270888,0.06,0.0007722007722007722,50,0.9258299539907969,0.06666666666666667,0.0007722007722007722,45,0.9434211275130779,0.1464968152866242,0.005920205920205921,157,7
LogReg,"[20,22)",13307,0.9226839741144796,0.7657295850066934,0.08596979033591343,1494,0.9223556908265431,0.7664796633941094,0.0821372210114977,1426,0.9423619619465732,0.8383851931330472,0.46975276170436614,7456,7
RandomForest,"[14,17)",101,0.9577069282738202,1.0,0.19801980198019803,20,0.9562495372480587,1.0,0.22772277227722773,23,0.961851842495159,1.0,0.26732673267326734,27,7
RandomForest,"[17,18)",310,0.9691266788537913,0.9825581395348837,0.5451612903225806,172,0.9706336788816226,0.9777777777777777,0.567741935483871,180,0.9752140223159744,0.979381443298969,0.6129032258064516,194,7
RandomForest,"[18,19)",1585,0.9821650566025318,0.9934426229508196,0.7646687697160883,1220,0.983671159723975,0.9919354838709677,0.7760252365930599,1240,0.9867810963620224,0.9898198903680501,0.7974763406940063,1277,7
RandomForest,"[19,20)",3885,0.984316197661736,0.9904955872369314,0.751093951093951,2946,0.9860205639760246,0.9895903290799194,0.7585585585585586,2978,0.98937968850523,0.988134475939354,0.7716859716859716,3034,7
RandomForest,"[20,22)",13307,0.9640582090688716,0.9630150471101111,0.5146163673254678,7111,0.9659672573162927,0.9580438268305719,0.5388141579619748,7484,0.9700140868648077,0.9496021220159151,0.5918689411587886,8294,7
HistGB,"[14,17)",101,0.9665795883523629,0.95,0.37623762376237624,40,0.96588694771598,0.95,0.37623762376237624,40,0.9688017824954447,0.9512195121951219,0.38613861386138615,41,7
HistGB,"[17,18)",310,0.9768984761930047,0.9702970297029703,0.632258064516129,202,0.9764080701060719,0.9702970297029703,0.632258064516129,202,0.9784397327976931,0.9658536585365853,0.6387096774193548,205,7
HistGB,"[18,19)",1585,0.9874955444916855,0.9891219891219891,0.8031545741324921,1287,0.9872726917450921,0.9898911353032659,0.8031545741324921,1286,0.9879544802047648,0.9884969325153374,0.8132492113564669,1304,7
HistGB,"[19,20)",3885,0.9856088907617574,0.9887118193891102,0.7665379665379666,3012,0.985423814779125,0.9886930495510475,0.7652509652509653,3007,0.986662928320533,0.9881500987491771,0.7727155727155727,3038,7
HistGB,"[20,22)",13307,0.9648895306787375,0.9622249896222499,0.5225820996468025,7227,0.9647098826363301,0.9624982573539662,0.5188246787405125,7173,0.96597992113246,0.9577577045696068,0.5418200946870069,7528,7
MLP,"[14,17)",101,0.9649905413606684,0.9615384615384616,0.49504950495049505,52,0.9619688968659403,0.9615384615384616,0.49504950495049505,52,0.9619164932234457,0.9615384615384616,0.49504950495049505,52,7
MLP,"[17,18)",310,0.9789340253409818,0.986046511627907,0.6838709677419355,215,0.9791869638998482,0.9904306220095693,0.667741935483871,209,0.9791535573183198,0.9904306220095693,0.667741935483871,209,7
MLP,"[18,19)",1585,0.9879828885869059,0.9864661654135338,0.8277602523659306,1330,0.9871165554931813,0.9871698113207548,0.8252365930599369,1325,0.9870957048834381,0.9871698113207548,0.8252365930599369,1325,7
MLP,"[19,20)",3885,0.9881643770773413,0.9896440129449838,0.7871299871299872,3090,0.987170633415889,0.9896204995134609,0.7853281853281854,3083,0.9871497820505604,0.9896204995134609,0.7853281853281854,3083,7
MLP,"[20,22)",13307,0.9675703948623843,0.9639217846323327,0.5260389268805892,7262,0.9669252325837837,0.9668179239931934,0.5123619147816938,7052,0.9669091635410907,0.9668038019577245,0.5121364695273164,7049,7
LogReg,"[14,17)",92,0.9950157306120669,0.0,0.0,3,0.9947716902037106,0.0,0.0,3,0.9990969912685465,0.0,0.0,3,8
LogReg,"[17,18)",312,,,0.0,0,,,0.0,0,0.9175106307578823,0.0,0.0,4,8
LogReg,"[18,19)",1595,0.9295311022777222,0.2,0.0006269592476489029,5,0.9277104311098411,0.2,0.0006269592476489029,5,0.9345493992616424,0.07407407407407407,0.0012539184952978057,27,8
LogReg,"[19,20)",3960,0.9240062334014811,0.03125,0.0002525252525252525,32,0.9243971809525761,0.034482758620689655,0.0002525252525252525,29,0.9390701682494677,0.104,0.0032828282828282827,125,8
LogReg,"[20,22)",13229,0.9228372681737378,0.7568777991042867,0.08942474865825081,1563,0.9226872776435339,0.7554309740714786,0.0814876407891753,1427,0.9409501353410449,0.8306042602521374,0.4332904981480082,6901,8
RandomForest,"[14,17)",92,0.9528678608498831,1.0,0.14130434782608695,13,0.9552928419130854,1.0,0.15217391304347827,14,0.9500921294694361,1.0,0.20652173913043478,19,8
RandomForest,"[17,18)",312,0.9683594117587906,0.9840425531914894,0.592948717948718,188,0.9724014952243958,0.9841269841269841,0.5961538461538461,189,0.9771947111411499,0.9845360824742269,0.6121794871794872,194,8
RandomForest,"[18,19)",1595,0.9830246067049786,0.991941982272361,0.7717868338557994,1241,0.9843017515699403,0.9904837430610627,0.7830721003134796,1261,0.9867380480693025,0.9883268482490273,0.7962382445141066,1285,8
RandomForest,"[19,20)",3960,0.9852477640249594,0.9907682162875041,0.7588383838383839,3033,0.9867157834141145,0.9902088772845953,0.7661616161616162,3064,0.9888555044250588,0.9884355926758753,0.777020202020202,3113,8
RandomForest,"[20,22)",13229,0.9638168270535938,0.9593238972103889,0.5277042860382493,7277,0.965727402075165,0.9552081965059767,0.5497014135611157,7613,0.9688983575554934,0.9489158397647923,0.585531786227228,8163,8
HistGB,"[14,17)",92,0.9591321423850758,0.96875,0.33695652173913043,32,0.959227472094977,0.96875,0.33695652173913043,32,0.9608420048754507,0.96875,0.33695652173913043,32,8
HistGB,"[17,18)",312,0.972593719743373,0.9674418604651163,0.6666666666666666,215,0.9723274404654956,0.9675925925925926,0.6698717948717948,216,0.9735129124381172,0.9675925925925926,0.6698717948717948,216,8
HistGB,"[18,19)",1595,0.9865744591480767,0.9855732725892179,0.8137931034482758,1317,0.9866128411011567,0.9855732725892179,0.8137931034482758,1317,0.9870000438099565,0.9848599545798638,0.8156739811912226,1321,8
HistGB,"[19,20)",3960,0.9853245063194441,0.9875,0.7780303030303031,3120,0.9853652029499413,0.9875,0.7780303030303031,3120,0.9858335846990841,0.9872122762148338,0.7797979797979798,3128,8
HistGB,"[20,22)",13229,0.9641484388411325,0.9567464635473341,0.5317106357245446,7352,0.9641862739320445,0.9567758597254316,0.5320885932421195,7357,0.9646975154564964,0.9558862965942612,0.5388918285584701,7458,8
MLP,"[14,17)",92,0.9663683094006384,0.9555555555555556,0.4673913043478261,45,0.9641188302914865,0.9534883720930233,0.44565217391304346,43,0.9641796052553206,0.9534883720930233,0.44565217391304346,43,8
MLP,"[17,18)",312,0.9762361945285751,0.9743589743589743,0.7307692307692307,234,0.9737355955303029,0.9782608695652174,0.7211538461538461,230,0.9737812475119796,0.9782608695652174,0.7211538461538461,230,8
MLP,"[18,19)",1595,0.9883533495050061,0.986764705882353,0.8413793103448276,1360,0.9871110790331461,0.9866369710467706,0.8332288401253919,1347,0.9871361708294648,0.9866369710467706,0.8332288401253919,1347,8
MLP,"[19,20)",3960,0.9885792073110695,0.984472049689441,0.8005050505050505,3220,0.9873443962861432,0.9855934857500783,0.7946969696969697,3193,0.9873683435491462,0.9855934857500783,0.7946969696969697,3193,8
MLP,"[20,22)",13229,0.9660982688501338,0.9573796369376479,0.5501549625822058,7602,0.9645626564617259,0.9599944819975169,0.5260412729609192,7249,0.9645546131835233,0.9600330760749725,0.5265704134855242,7256,8
LogReg,"[14,17)",87,0.9999864137671248,0.0,0.0,2,0.9999863424751405,0.0,0.0,2,0.9618052787477314,0.0,0.0,4,9
LogReg,"[17,18)",334,0.9898498073332586,0.0,0.0,2,0.9898304810767979,0.0,0.0,2,0.9590487289388361,0.0,0.0,4,9
LogReg,"[18,19)",1587,0.9341280534606996,0.0,0.0,3,0.9340588597217466,0.0,0.0,3,0.9352847637918605,0.03333333333333333,0.000630119722747322,30,9
LogReg,"[19,20)",3918,0.9268792111145888,0.05405405405405406,0.0005104645227156713,37,0.9267919974540575,0.05405405405405406,0.0005104645227156713,37,0.9385183557719937,0.16875,0.006891271056661562,160,9
LogReg,"[20,22)",13261,0.9237380026453635,0.7737617135207496,0.08717291305331423,1494,0.923703087216848,0.774496644295302,0.08702209486464067,1490,0.9424455764478893,0.8384065643197459,0.4777166126234824,7556,9
RandomForest,"[14,17)",87,0.9551330252496599,1.0,0.16091954022988506,14,0.9533137797221817,1.0,0.19540229885057472,17,0.9573885904044384,1.0,0.21839080459770116,19,9
RandomForest,"[17,18)",334,0.9692454509133887,0.9846938775510204,0.5778443113772455,196,0.9720843667855491,0.9803921568627451,0.5988023952095808,204,0.9759991488387569,0.976303317535545,0.6167664670658682,211,9
RandomForest,"[18,19)",1587,0.9828738012183691,0.988,0.7781978575929427,1250,0.9851949688118848,0.9881610102604578,0.7889098928796471,1267,0.9878529170031981,0.9867498051441933,0.7977315689981096,1283,9
RandomForest,"[19,20)",3918,0.9841246455038204,0.9923384410393071,0.7603369065849923,3002,0.9862636698226702,0.9914558001971738,0.7700357325165901,3043,0.9883852958407764,0.9906300484652666,0.7825421133231241,3095,9
RandomForest,"[20,22)",13261,0.9641562298499351,0.9582931865106676,0.5249981147726416,7265,0.9667941321293719,0.952956465237167,0.5529748887715858,7695,0.9703363444899323,0.9489820946774589,0.5835155719779805,8154,9
HistGB,"[14,17)",87,0.9600532374849099,0.9428571428571428,0.3793103448275862,35,0.9603396494997926,0.9444444444444444,0.39080459770114945,36,0.9597439192284206,0.9473684210526315,0.41379310344827586,38,9
HistGB,"[17,18)",334,0.9726352363240333,0.9559471365638766,0.6497005988023952,227,0.9737644486448811,0.956140350877193,0.6526946107784432,228,0.975294048566029,0.9519650655021834,0.6526946107784432,229,9
HistGB,"[18,19)",1587,0.9869156709086963,0.9884437596302003,0.8084436042848141,1298,0.9873693288054787,0.9884881043745203,0.8115942028985508,1303,0.9879776875819007,0.9877769289533995,0.8147448015122873,1309,9
HistGB,"[19,20)",3918,0.9849447009588194,0.9918166939443536,0.7733537519142419,3055,0.985509689139116,0.9905445060319531,0.7753956100051046,3067,0.9862120483471233,0.990593577684074,0.77947932618683,3083,9
HistGB,"[20,22)",13261,0.9643420424259805,0.9585228055670387,0.524545660206621,7257,0.9649246920840023,0.956827716876438,0.5331422969610135,7389,0.9657476868969626,0.955405584226545,0.54445366111153,7557,9
MLP,"[14,17)",87,0.9689873665285702,0.9743589743589743,0.4367816091954023,39,0.9689379627235434,0.9736842105263158,0.42528735632183906,38,0.969014003654508,0.9743589743589743,0.4367816091954023,39,9
MLP,"[17,18)",334,0.9796025507408782,0.9510204081632653,0.6976047904191617,245,0.9789309022296392,0.9506172839506173,0.6916167664670658,243,0.9796209048232816,0.9510204081632653,0.6976047904191617,245,9
MLP,"[18,19)",1587,0.9882938437323552,0.9824046920821115,0.8443604284814115,1364,0.9879407654828435,0.9830508474576272,0.8405797101449275,1357,0.9883050131655607,0.9824046920821115,0.8443604284814115,1364,9
MLP,"[19,20)",3918,0.988281885244747,0.9877010406811731,0.7993874425727412,3171,0.9878434166153593,0.9879670677644079,0.7963246554364471,3158,0.9882929873824469,0.9877010406811731,0.7993874425727412,3171,9
MLP,"[20,22)",13261,0.9693534408178984,0.9530964201724589,0.5501093431867883,7654,0.9685500004011598,0.9542743538767395,0.5429454792247945,7545,0.9693694893570245,0.9531025473546701,0.5501847522811251,7655,9
LogReg,"[14,17)",105,0.9879834244820481,0.0,0.0,2,0.9886822363563589,0.0,0.0,2,0.9975563046098741,0.0,0.0,2,10
LogReg,"[17,18)",327,0.9679903576432314,0.0,0.0,2,0.9692765036876929,0.0,0.0,2,0.9508143131175486,0.0,0.0,4,10
LogReg,"[18,19)",1589,0.9546548705869251,0.0,0.0,4,0.9454376837691483,0.0,0.0,5,0.9347471301001068,0.0,0.0,43,10
LogReg,"[19,20)",4016,0.9202111892458391,0.047619047619047616,0.00049800796812749,42,0.9219010121895952,0.044444444444444446,0.00049800796812749,45,0.940755087926896,0.14788732394366197,0.005229083665338645,142,10
LogReg,"[20,22)",13151,0.9229665805158207,0.7682344921608726,0.08569690517831344,1467,0.9236264580042449,0.7777101096224117,0.0971028819101209,1642,0.9422957106037844,0.8434232250963126,0.46612424910653183,7268,10
RandomForest,"[14,17)",105,0.9459472566433706,1.0,0.20952380952380953,22,0.9500298573279068,1.0,0.23809523809523808,25,0.9555019826664899,1.0,0.2571428571428571,27,10
RandomForest,"[17,18)",327,0.9681866346124527,0.98989898989899,0.599388379204893,198,0.9703040698881358,0.9856459330143541,0.6299694189602446,209,0.9736687198243916,0.9814814814814815,0.6483180428134556,216,10
RandomForest,"[18,19)",1589,0.9827457311347727,0.994345718901454,0.7747010698552549,1238,0.9846737937652408,0.993660855784469,0.789175582127124,1262,0.9869324887293962,0.9929522317932654,0.7979861548143486,1277,10
RandomForest,"[19,20)",4016,0.9850238486627843,0.9920239282153539,0.7432768924302788,3009,0.9869981606104543,0.9908256880733946,0.7529880478087649,3052,0.9883476287672485,0.9900225297714838,0.7659362549800797,3107,10
RandomForest,"[20,22)",13151,0.9625280812452152,0.9618818194700297,0.5161584670367273,7057,0.965480145549896,0.9582332532692821,0.5460421260740628,7494,0.9680865343730551,0.9545283255872378,0.5778267812333663,7961,10
HistGB,"[14,17)",105,0.957997912182512,0.9523809523809523,0.38095238095238093,42,0.9580522336498679,0.9523809523809523,0.38095238095238093,42,0.9577815872519878,0.9534883720930233,0.3904761904761905,43,10
HistGB,"[17,18)",327,0.9735003583689961,0.9776785714285714,0.6697247706422018,224,0.9735369919127639,0.9776785714285714,0.6697247706422018,224,0.9739239428483977,0.9777777777777777,0.672782874617737,225,10
HistGB,"[18,19)",1589,0.9875690373070445,0.9892307692307692,0.8093140339836375,1300,0.9875887313256275,0.9892307692307692,0.8093140339836375,1300,0.9878368567601034,0.989247311827957,0.8105726872246696,1302,10
HistGB,"[19,20)",4016,0.9851188805191347,0.9881562099871959,0.7686752988047809,3124,0.9851412395774387,0.9881562099871959,0.7686752988047809,3124,0.9854673179086558,0.9878516624040921,0.7694223107569721,3128,10
HistGB,"[20,22)",13151,0.9640675043716549,0.9630462273429816,0.5211770967987225,7117,0.9641034198150615,0.9630514189379039,0.5212531366436013,7118,0.964275586584408,0.9627622620536335,0.5268800851646263,7197,10
MLP,"[14,17)",105,0.9432890093607803,1.0,0.22857142857142856,24,0.9437380050373041,1.0,0.23809523809523808,25,0.9404364755472483,1.0,0.20952380952380953,22,10
MLP,"[17,18)",327,0.9681542509711107,0.9845360824742269,0.5840978593272171,194,0.9688199324311024,0.9846938775510204,0.5902140672782875,196,0.9666748018881745,0.983957219251337,0.5626911314984709,187,10
MLP,"[18,19)",1589,0.9854002423880637,0.9952076677316294,0.7841409691629956,1252,0.9858280534985033,0.9944267515923567,0.7860289490245438,1256,0.9842881657840847,0.9959612277867528,0.775959723096287,1238,10
MLP,"[19,20)",4016,0.98387955571981,0.9911764705882353,0.7552290836653387,3060,0.9843549208169581,0.9912052117263843,0.7577191235059761,3070,0.9829177788002752,0.9920398009950249,0.7447709163346613,3015,10
MLP,"[20,22)",13151,0.961128926277205,0.9727214377406932,0.4609535396547791,6232,0.9616715914013633,0.9714285714285714,0.467949205383621,6335,0.9594910911174506,0.9747814391392065,0.44087902060679796,5948,10
LogReg,"[14,17)",81,0.999983434874029,0.0,0.0,1,0.999983744903356,0.0,0.0,1,0.9511879059676482,0.0,0.0,2,11
LogReg,"[17,18)",311,0.9831030843809004,0.0,0.0,4,0.983191611308069,0.0,0.0,4,0.971727545002496,0.0,0.0,6,11
LogReg,"[18,19)",1587,0.9205800940379983,0.16666666666666666,0.000630119722747322,6,0.9209076391399703,0.16666666666666666,0.000630119722747322,6,0.9343603391430038,0.02631578947368421,0.000630119722747322,38,11
LogReg,"[19,20)",3945,0.9244644213420529,0.061224489795918366,0.0007604562737642585,49,0.9238199068144388,0.058823529411764705,0.0007604562737642585,51,0.9431378980199039,0.16766467065868262,0.007097591888466414,167,11
LogReg,"[20,22)",13264,0.9230526809040123,0.7669764117226591,0.0808956574185766,1399,0.9230499087764931,0.7656579873328642,0.08202653799758745,1421,0.9423395103705087,0.8435619735258725,0.4756483715319662,7479,11
RandomForest,"[14,17)",81,0.9567526792522838,1.0,0.2345679012345679,19,0.9607535724410583,1.0,0.24691358024691357,20,0.9704174688059968,1.0,0.24691358024691357,20,11
RandomForest,"[17,18)",311,0.9696841138198787,0.9792746113989638,0.6077170418006431,193,0.9724191503671028,0.9748743718592965,0.6237942122186495,199,0.9735713479428736,0.9631336405529954,0.6720257234726688,217,11
RandomForest,"[18,19)",1587,0.9827777604366076,0.991042345276873,0.7668557025834909,1228,0.984772170551157,0.9895330112721417,0.7744171392564587,1242,0.9874597944999066,0.9881235154394299,0.7863894139886578,1263,11
RandomForest,"[19,20)",3945,0.9840360437476187,0.9923179692718771,0.7531051964512041,2994,0.985583767344163,0.9911154985192497,0.7634980988593156,3039,0.9881746763652658,0.9880181347150259,0.773384030418251,3088,11
RandomForest,"[20,22)",13264,0.96313954486199,0.9648085585585585,0.5167370325693607,7104,0.9657065171063093,0.962157809983897,0.5405609167671894,7452,0.9692446260902375,0.9568632340107218,0.5786338962605548,8021,11
HistGB,"[14,17)",81,0.9619001726551174,1.0,0.2962962962962963,24,0.965020434086647,1.0,0.2962962962962963,24,0.9699862728651315,1.0,0.2962962962962963,24,11
HistGB,"[17,18)",311,0.9726665886933572,0.9665071770334929,0.6495176848874598,209,0.9736382382078224,0.9624413145539906,0.6591639871382636,213,0.9764415987445614,0.9583333333333334,0.6655948553054662,216,11
HistGB,"[18,19)",1587,0.9854109564353728,0.9889589905362776,0.7901701323251418,1268,0.9860600639438376,0.9890539483971853,0.7971014492753623,1279,0.9870797300025432,0.9861218195836546,0.8059231253938248,1297,11
HistGB,"[19,20)",3945,0.9825530274807148,0.9910388317291736,0.7569074778200253,3013,0.9836415665777057,0.9910920488287693,0.761470215462611,3031,0.9849707070648795,0.9895934959349594,0.7713561470215463,3075,11
HistGB,"[20,22)",13264,0.9628295484450465,0.9649749821300929,0.5088962605548853,6995,0.963820694534334,0.9626855319739215,0.523220747889023,7209,0.9654848471551379,0.9602482831484416,0.5481755126658625,7572,11
MLP,"[14,17)",81,0.9448219459282288,1.0,0.19753086419753085,16,0.9378792300059071,1.0,0.19753086419753085,16,0.937642105288172,1.0,0.19753086419753085,16,11
MLP,"[17,18)",311,0.968998534016971,0.9669811320754716,0.6591639871382636,212,0.9658930952907187,0.9711538461538461,0.6495176848874598,208,0.9660620630917246,0.9710144927536232,0.6463022508038585,207,11
MLP,"[18,19)",1587,0.9870904748062154,0.98671875,0.7958412098298677,1280,0.9864034744194966,0.9873116574147502,0.7844990548204159,1261,0.9864731783280823,0.9872915011914217,0.7832388153749212,1259,11
MLP,"[19,20)",3945,0.9868807846573302,0.9897468760012816,0.7830164765525982,3121,0.9855242330601781,0.9906391220142027,0.7779467680608365,3098,0.9854553088453752,0.9906391220142027,0.7779467680608365,3098,11
MLP,"[20,22)",13264,0.9673157580806518,0.9624281321032223,0.5426718938480096,7479,0.9655823947776552,0.966278101582015,0.5249547647768396,7206,0.9655412833894846,0.9665045170257123,0.5242762364294331,7195,11
LogReg,"[14,17)",106,,,0.0,0,,,0.0,0,,,0.0,0,12
LogReg,"[17,18)",309,0.9576744798426557,0.5,0.003236245954692557,2,0.956883663223593,0.5,0.003236245954692557,2,0.9386575744505335,0.16666666666666666,0.003236245954692557,6,12
LogReg,"[18,19)",1595,0.9066963123816683,0.0,0.0,2,0.9053883263116973,0.0,0.0,2,0.9305343462846162,0.03333333333333333,0.0006269592476489029,30,12
LogReg,"[19,20)",3966,0.9280545077838661,0.034482758620689655,0.0002521432173474534,29,0.9279016115919403,0.03571428571428571,0.0002521432173474534,28,0.937728418994046,0.10687022900763359,0.0035300050428643467,131,12
LogReg,"[20,22)",13212,0.922989281641301,0.7816804407713499,0.08590675143808658,1452,0.9227885016676886,0.7803468208092486,0.08174386920980926,1384,0.9407930340544781,0.8379305203518712,0.42537087496215564,6707,12
RandomForest,"[14,17)",106,0.9515125799411106,1.0,0.2358490566037736,25,0.9529366794221351,1.0,0.25471698113207547,27,0.9587154458667327,1.0,0.29245283018867924,31,12
RandomForest,"[17,18)",309,0.9678379512401939,0.9941860465116279,0.5533980582524272,172,0.9695391309914188,0.9887640449438202,0.56957928802589,178,0.9744043563385504,0.9841269841269841,0.6019417475728155,189,12
RandomForest,"[18,19)",1595,0.9819623988268382,0.9904,0.7761755485893417,1250,0.9835556012229549,0.9888977002379065,0.7818181818181819,1261,0.9865797212453299,0.9883900928792569,0.8006269592476489,1292,12
RandomForest,"[19,20)",3966,0.9848121924260065,0.9904761904761905,0.7604639435199193,3045,0.9858553471007769,0.9902660609993511,0.7695410993444276,3082,0.9884393445153383,0.9885786802030457,0.7856782652546647,3152,12
RandomForest,"[20,22)",13212,0.9640504156368204,0.964573732718894,0.5069633666363912,6944,0.9654859984713409,0.9618995030369961,0.5273993339388435,7244,0.9692733778894281,0.954212916246216,0.5725855283075991,7928,12
HistGB,"[14,17)",106,0.9576906511065548,0.9487179487179487,0.3490566037735849,39,0.9565647699543266,0.9487179487179487,0.3490566037735849,39,0.95936549007265,0.9512195121951219,0.36792452830188677,41,12
HistGB,"[17,18)",309,0.9717841412334381,0.9949494949494949,0.6375404530744336,198,0.9713593538619354,0.9949238578680203,0.6343042071197411,197,0.9731863933900322,0.9852216748768473,0.6472491909385113,203,12
HistGB,"[18,19)",1595,0.9864666113519772,0.9861003861003861,0.8006269592476489,1295,0.9860352462573009,0.9861003861003861,0.8006269592476489,1295,0.9874568728088642,0.9862174578866769,0.8075235109717869,1306,12
HistGB,"[19,20)",3966,0.9849812436355804,0.9902692182938696,0.7697932425617751,3083,0.9847076055356425,0.9902470741222367,0.7680282400403429,3076,0.9861785229130114,0.9897006758931445,0.7753403933434191,3107,12
HistGB,"[20,22)",13212,0.9648353311966028,0.9638087031451961,0.5079473206176204,6963,0.9644834603947229,0.964513325608343,0.5040115046927036,6904,0.9657664507872119,0.9609192238888125,0.5285346654556464,7267,12
MLP,"[14,17)",106,0.9567880250189275,1.0,0.33962264150943394,36,0.9573125439158725,1.0,0.32075471698113206,34,0.9559746590251746,1.0,0.33962264150943394,36,12
MLP,"[17,18)",309,0.9741432842946356,0.9900990099009901,0.6472491909385113,202,0.9735001010500516,0.9899497487437185,0.6375404530744336,199,0.973619816419827,0.9900990099009901,0.6472491909385113,202,12
MLP,"[18,19)",1595,0.9864903075648569,0.9835329341317365,0.8238244514106583,1336,0.9858753065646364,0.9834586466165414,0.8200626959247649,1330,0.9863219635454913,0.9835082458770614,0.8225705329153605,1334,12
MLP,"[19,20)",3966,0.9873961675664522,0.987728130899937,0.791477559253656,3178,0.9868086789741982,0.9883096366508689,0.7887039838628341,3165,0.9871709968405448,0.9877204030226701,0.7909732728189611,3176,12
MLP,"[20,22)",13212,0.9654922430467602,0.9651876159223856,0.5120345140781108,7009,0.9648705618212484,0.9659704980283336,0.5006055101422949,6847,0.9652804989154969,0.96553209823352,0.5088555858310627,6963,12
LogReg,"[14,17)",98,0.9999927598225442,0.0,0.0,1,0.9999937309873799,0.0,0.0,1,0.9581724337832782,0.0,0.0,2,13
LogReg,"[17,18)",309,0.9657428450080594,0.0,0.0,2,0.9667614045353441,0.0,0.0,2,0.96046284801313,0.0,0.0,3,13
LogReg,"[18,19)",1565,0.9572420263727496,0.0,0.0,3,0.958538929779102,0.0,0.0,3,0.9297999242530938,0.0,0.0,34,13
LogReg,"[19,20)",3988,0.9246277023915016,0.0,0.0,33,0.9224281297620939,0.0,0.0,40,0.9390522240214647,0.19863013698630136,0.007271815446339017,146,13
LogReg,"[20,22)",13227,0.9221892732635458,0.7780898876404494,0.08376805020034778,1424,0.9224811032691765,0.7852604828462516,0.09344522567475617,1574,0.9429920978458967,0.8469827586206896,0.475391245180313,7424,13
RandomForest,"[14,17)",98,0.9480131403632541,0.9523809523809523,0.20408163265306123,21,0.9497882202682425,0.96,0.24489795918367346,25,0.9585793500760772,0.9642857142857143,0.2755102040816326,28,13
